MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability,Temperature,Humidity,Rainfall
6,6,2,11,7,1,6,6,4,6,4,5,2,8,5,3,6,6,2,2,0.49,,,
4,6,2,1,6,7,7,3,4,7,1,7,6,9,8,7,4,7,4,4,0.52,,,
3,5,3,4,8,6,5,5,5,4,3,4,2,2,7,4,2,5,5,6,0.44,,,
7,4,5,4,4,7,2,2,5,3,7,2,3,5,5,1,7,5,6,8,0.46,,,
6,4,5,6,2,3,6,4,9,6,2,8,6,5,4,4,4,4,4,7,0.495,,,
7,5,6,4,10,4,6,3,7,3,4,8,4,3,3,4,7,5,8,4,0.525,,,
3,7,7,3,2,4,9,4,7,7,7,3,11,4,1,3,7,3,2,5,0.495,,,
5,8,3,4,3,6,7,8,4,2,4,7,5,3,9,3,6,4,5,7,0.515,,,
5,6,1,3,1,5,5,4,7,4,6,8,1,5,6,8,0,7,7,6,0.475,,,
5,4,10,4,7,5,2,5,3,7,3,6,4,7,3,4,6,3,10,2,0.5,,,
8,3,4,4,6,4,6,4,4,3,8,5,7,9,6,8,10,5,3,8,0.575,,,
1,6,1,5,5,3,6,5,1,7,8,5,5,5,4,3,6,5,10,8,0.495,,,
4,9,5,7,6,6,4,6,5,1,4,3,5,6,2,4,7,6,4,3,0.485,,,
3,4,5,2,5,1,6,5,7,3,2,3,11,3,1,3,7,10,2,5,0.44,,,
7,4,6,4,6,8,7,6,6,3,5,7,6,6,6,8,3,3,5,5,0.555,,,
4,2,1,4,10,5,11,9,3,4,4,3,3,8,4,6,3,6,5,5,0.5,,,
7,7,6,0,7,7,6,4,2,4,7,9,6,5,4,7,4,8,4,7,0.555,,,
4,7,4,3,5,5,3,2,6,5,2,1,7,9,4,13,6,6,7,3,0.51,,,
1,4,7,4,3,5,5,4,5,4,7,8,5,8,3,7,6,9,8,3,0.53,,,
5,5,3,2,7,8,6,6,7,7,7,5,5,2,6,6,5,5,5,4,0.53,,,
5,6,7,7,10,2,11,3,4,6,9,5,3,2,5,4,4,6,7,2,0.54,,,
4,7,9,5,3,7,5,7,4,5,5,8,9,4,2,5,3,7,6,2,0.535,,,
7,4,2,5,5,4,3,4,4,6,6,4,2,5,3,6,10,7,7,3,0.485,,,
7,6,6,5,4,10,6,4,4,2,8,1,4,2,8,6,6,9,4,6,0.54,,,
8,9,2,6,6,7,8,2,5,3,7,5,5,4,6,5,6,5,4,3,0.53,,,
5,6,3,5,5,3,4,4,8,4,4,5,1,7,5,5,5,6,9,3,0.485,,,
7,6,3,1,8,4,4,5,7,7,5,9,4,4,4,6,7,7,4,7,0.545,,,
5,5,5,7,7,4,12,10,4,5,7,6,3,1,4,2,3,4,6,5,0.525,,,
4,5,4,2,8,4,7,4,3,3,2,2,10,5,5,3,4,7,4,9,0.475,,,
7,3,5,10,8,2,7,4,5,2,3,13,11,6,5,1,10,5,6,3,0.58,,,
8,3,8,3,5,6,7,8,9,8,5,0,8,5,3,3,2,4,6,4,0.525,,,
8,3,7,6,6,1,6,2,6,3,5,6,5,3,6,8,6,3,7,7,0.52,,,
8,8,2,2,6,3,3,11,6,6,4,2,8,3,4,4,6,6,5,2,0.495,,,
7,2,5,5,5,2,5,3,3,5,4,3,9,3,4,2,4,9,7,8,0.475,,,
5,5,3,6,5,4,9,10,3,3,4,4,1,8,2,4,3,6,4,2,0.455,,,
7,2,5,7,5,4,1,8,2,4,2,5,3,2,2,4,8,6,7,3,0.435,,,
5,5,4,2,1,3,7,7,4,8,7,4,2,10,6,9,4,4,5,2,0.495,,,
4,4,7,8,6,9,1,8,3,4,6,8,8,8,5,4,13,5,5,2,0.59,,,
4,4,4,2,6,5,7,6,5,4,7,6,4,9,6,2,4,11,7,3,0.53,,,
3,2,11,5,7,3,1,6,5,3,7,3,7,3,7,2,6,5,3,7,0.48,,,
0,2,4,5,7,1,5,5,4,4,1,5,6,3,5,5,5,5,7,5,0.42,,,
1,11,3,4,6,4,5,9,3,2,3,8,6,2,5,2,5,5,5,8,0.485,,,
7,4,5,4,4,7,6,4,5,3,7,2,8,3,2,4,2,5,2,4,0.44,,,
5,5,1,8,4,4,10,4,5,4,4,2,5,3,4,8,3,3,7,9,0.49,,,
4,3,3,4,4,6,5,2,5,6,7,1,5,2,4,4,4,5,5,2,0.405,,,
4,4,4,4,6,2,4,7,4,6,8,5,6,5,2,9,4,2,2,5,0.465,,,
11,5,3,6,8,7,4,6,7,1,1,3,2,5,8,3,7,6,4,2,0.495,,,
5,6,3,8,2,7,6,5,6,3,7,5,5,3,12,6,3,6,5,2,0.525,,,
1,4,4,5,6,6,6,10,3,11,2,3,7,3,5,11,8,8,6,8,0.585,,,
7,8,10,6,5,0,8,2,6,3,5,3,4,4,5,3,5,6,9,2,0.505,,,
5,5,4,3,6,2,6,4,6,9,5,3,4,3,3,6,9,7,4,3,0.485,,,
4,4,7,12,8,5,7,2,5,8,2,1,3,8,6,4,4,5,6,3,0.52,,,
8,4,4,5,5,2,4,4,10,7,5,4,5,3,4,5,5,1,2,6,0.465,,,
4,5,4,2,2,6,9,2,5,6,6,6,4,3,4,6,9,1,1,8,0.465,,,
6,3,2,7,5,6,2,4,6,4,8,6,4,3,5,6,6,4,6,7,0.5,,,
6,4,4,4,9,6,6,4,2,9,4,3,8,5,2,5,3,4,6,7,0.505,,,
8,6,4,5,6,6,4,3,5,5,5,2,3,2,4,5,3,9,6,7,0.49,,,
7,4,3,6,2,5,7,2,7,3,5,3,8,3,5,2,10,4,5,4,0.475,,,
9,9,5,3,6,4,3,2,6,8,5,4,2,2,9,8,4,5,6,5,0.525,,,
8,5,2,5,4,7,11,5,5,1,4,7,2,4,2,6,8,2,7,9,0.52,,,
6,4,5,6,7,8,3,2,5,6,4,2,8,10,5,4,4,2,10,4,0.525,,,
5,6,5,5,8,2,2,3,6,10,5,4,6,1,6,6,1,3,4,3,0.455,,,
2,3,1,3,5,3,4,9,6,1,4,3,9,6,5,4,3,4,7,5,0.435,,,
7,6,4,1,5,6,4,5,4,4,6,7,6,5,8,4,7,3,9,5,0.53,,,
2,6,6,4,2,6,7,4,5,6,5,6,6,4,9,6,4,3,4,6,0.505,,,
7,5,2,4,4,4,4,6,7,7,4,2,4,8,5,6,6,4,6,2,0.485,,,
10,4,5,5,4,12,5,4,5,4,6,3,3,5,8,3,5,5,7,4,0.535,,,
3,7,4,1,5,3,8,3,3,6,5,6,8,6,5,8,3,3,5,4,0.48,,,
3,5,2,5,2,5,5,10,8,6,6,4,1,7,2,4,4,2,6,4,0.455,,,
3,9,5,6,7,5,10,6,4,5,11,5,2,2,5,3,1,3,8,4,0.52,,,
4,4,4,6,4,2,2,4,6,4,3,5,5,4,5,3,9,2,3,3,0.41,,,
6,4,5,8,5,4,5,7,7,2,2,3,3,7,10,6,2,3,4,4,0.485,,,
1,4,6,4,6,5,5,2,6,4,3,8,7,7,8,4,4,5,4,3,0.48,,,
4,4,4,4,4,3,5,9,9,3,4,8,7,4,10,6,2,6,5,9,0.55,,,
2,11,6,3,3,4,5,5,3,1,8,5,6,4,7,6,4,6,10,6,0.525,,,
6,3,3,3,3,5,5,7,4,7,7,9,14,2,7,1,5,7,6,5,0.545,,,
4,7,5,9,8,3,3,4,4,8,5,3,4,3,2,2,7,6,3,4,0.47,,,
7,6,3,4,7,5,2,6,6,7,8,4,6,4,6,7,7,6,7,5,0.565,,,
6,5,7,4,5,6,2,8,5,6,3,4,11,4,8,3,9,5,7,4,0.56,,,
3,5,6,4,5,3,7,5,6,5,2,6,2,3,6,6,3,5,11,3,0.48,,,
7,5,5,5,9,1,7,8,3,2,5,5,6,4,3,4,8,7,6,3,0.515,,,
5,5,4,5,7,7,4,3,8,4,7,4,8,5,5,9,5,5,5,4,0.545,,,
6,4,7,7,6,3,3,5,4,6,6,5,10,4,3,7,8,4,0,4,0.51,,,
3,7,7,4,6,5,7,6,4,5,3,10,6,7,4,5,2,6,3,2,0.51,,,
6,3,5,4,5,2,8,4,6,6,6,6,4,9,3,7,5,4,3,5,0.505,,,
6,5,4,5,9,5,4,2,6,6,4,5,5,7,3,7,4,6,5,2,0.5,,,
5,7,6,8,5,4,4,5,4,6,7,2,3,6,8,1,6,7,3,3,0.5,,,
2,3,5,6,5,1,6,7,4,6,4,4,4,5,4,4,4,10,2,10,0.48,,,
5,4,4,0,5,7,5,3,3,8,7,5,10,1,7,1,4,2,6,5,0.46,,,
4,8,5,7,2,5,2,8,5,3,5,5,7,8,3,5,8,6,2,5,0.515,,,
7,4,2,4,2,5,5,5,6,6,3,7,5,4,3,4,5,3,3,4,0.435,,,
7,3,3,5,5,4,4,4,10,5,10,4,4,3,6,7,8,5,14,5,0.58,,,
7,4,4,7,6,5,4,4,2,3,8,5,3,5,6,5,3,6,9,7,0.515,,,
7,2,6,5,5,4,5,7,7,4,6,9,6,7,7,2,5,3,7,7,0.555,,,
7,7,6,7,1,3,5,8,5,5,6,8,6,5,10,4,3,7,7,6,0.58,,,
4,7,3,7,6,8,5,4,4,4,3,9,7,4,5,7,3,4,4,7,0.525,,,
9,4,12,5,2,5,3,6,2,4,5,3,7,3,7,5,4,7,5,12,0.55,,,
8,8,3,4,2,6,6,4,4,6,5,3,5,5,5,3,8,2,7,3,0.485,,,
6,4,4,8,3,8,5,5,6,9,4,3,6,5,9,6,5,7,7,6,0.58,,,
2,6,3,9,5,4,3,10,3,3,8,7,2,6,10,5,3,6,4,3,0.51,,,
6,6,1,6,3,6,3,3,7,7,7,6,3,4,6,3,6,3,6,1,0.465,,,
4,6,2,5,6,5,6,3,5,4,3,2,2,5,7,5,3,4,5,6,0.44,,,
4,4,2,3,7,6,6,14,4,5,2,3,3,4,4,6,7,5,4,6,0.495,,,
2,2,6,7,5,5,7,2,4,6,6,6,6,5,3,6,5,6,6,3,0.49,,,
6,5,4,7,6,5,2,8,5,5,1,4,6,5,7,5,7,6,1,5,0.5,,,
5,4,10,5,8,2,6,6,4,5,8,1,6,12,3,11,4,6,6,5,0.585,,,
8,3,5,5,4,11,8,6,9,11,7,7,3,6,4,2,6,3,1,4,0.565,,,
3,5,5,4,9,4,3,4,5,5,3,4,1,5,3,9,8,7,5,5,0.485,,,
6,6,4,4,2,4,7,6,4,7,4,5,9,4,4,4,5,4,3,3,0.475,,,
5,8,2,5,2,6,8,4,9,4,6,8,5,4,7,2,3,6,6,1,0.505,,,
7,11,4,2,9,3,8,6,6,5,7,4,6,5,3,4,3,8,6,3,0.55,,,
7,7,7,5,4,7,1,4,8,4,4,5,6,6,3,4,5,5,5,6,0.515,,,
5,3,8,6,6,5,3,0,7,5,10,5,10,6,7,5,7,8,3,0,0.545,,,
9,5,4,6,4,7,6,4,5,5,8,3,5,10,4,3,2,6,7,5,0.54,,,
5,6,4,6,4,4,3,9,8,6,7,7,3,2,7,2,6,5,5,4,0.515,,,
4,5,6,4,3,9,6,2,4,3,2,6,6,6,12,7,2,5,6,5,0.515,,,
6,5,3,4,4,2,3,7,4,10,8,1,4,1,3,6,6,6,4,5,0.46,,,
5,6,2,2,3,5,4,6,3,5,8,7,8,3,8,6,3,8,10,7,0.545,,,
5,8,8,3,3,7,6,6,1,6,3,7,2,3,6,8,3,4,6,2,0.485,,,
4,7,4,9,1,6,4,5,7,4,4,9,5,5,2,5,3,4,4,9,0.505,,,
6,3,4,5,3,3,8,4,2,5,4,8,4,5,2,4,7,3,3,4,0.435,,,
6,5,3,9,5,8,4,1,7,8,8,5,8,3,5,2,9,3,4,8,0.555,,,
1,6,4,2,5,6,7,6,6,6,13,4,5,5,5,6,2,4,3,7,0.515,,,
4,7,6,6,7,6,6,6,5,1,5,6,4,5,5,7,3,4,7,6,0.53,,,
8,9,5,4,5,6,1,5,4,6,6,4,7,4,7,9,8,4,6,5,0.565,,,
8,8,5,3,4,3,7,6,4,1,5,7,11,6,5,3,7,5,5,4,0.535,,,
6,10,6,5,2,8,4,4,4,7,2,1,2,3,6,6,6,8,5,6,0.505,,,
2,10,3,4,4,7,1,5,8,4,8,5,6,5,5,8,5,3,4,9,0.53,,,
7,2,5,3,4,2,2,9,5,4,5,6,10,4,10,5,6,4,4,5,0.51,,,
2,8,9,10,5,9,0,4,4,7,7,4,4,1,5,5,4,5,7,3,0.515,,,
3,7,4,7,7,7,7,4,3,4,2,4,3,5,6,6,3,4,8,6,0.5,,,
3,5,6,7,8,3,7,3,2,2,8,3,7,2,1,9,8,5,6,3,0.49,,,
3,6,4,6,1,4,7,5,5,4,4,8,9,6,3,5,2,9,6,8,0.525,,,
5,2,4,6,2,6,5,2,3,8,2,5,5,5,5,6,4,6,4,8,0.465,,,
6,4,4,4,5,4,4,3,6,4,8,9,4,9,3,9,3,6,3,4,0.51,,,
9,4,6,7,9,3,5,4,8,4,5,2,6,8,7,4,6,4,6,5,0.56,,,
4,10,3,2,3,3,6,8,1,4,3,7,4,5,7,8,2,4,6,6,0.48,,,
9,8,3,7,10,5,4,4,5,7,1,2,5,5,5,5,2,5,6,5,0.515,,,
8,4,7,3,6,8,1,2,5,1,5,3,5,6,1,6,6,5,4,6,0.46,,,
2,1,6,7,6,3,4,6,2,1,6,11,4,5,4,4,5,9,6,5,0.485,,,
5,11,8,5,6,5,3,7,7,4,6,6,5,6,11,3,10,5,6,4,0.615,,,
4,6,7,2,8,2,2,7,2,5,5,4,7,6,5,7,10,5,5,3,0.51,,,
5,4,3,5,4,2,7,7,4,5,2,2,5,6,10,8,2,5,5,8,0.495,,,
5,4,6,5,4,5,6,1,4,5,5,8,4,6,10,1,7,4,3,3,0.48,,,
3,3,3,6,4,5,2,3,4,6,3,6,6,2,4,6,1,5,6,4,0.41,,,
6,4,3,3,5,6,2,5,5,3,2,2,9,3,6,3,7,3,5,6,0.44,,,
3,4,4,4,7,3,5,4,6,5,3,7,2,1,4,4,9,6,5,5,0.455,,,
8,4,3,4,4,5,3,4,9,4,7,2,3,4,7,6,8,5,5,4,0.495,,,
8,5,9,7,3,5,8,4,6,7,5,7,4,6,5,5,8,7,2,6,0.585,,,
4,4,7,10,2,6,6,7,7,7,6,3,12,6,4,5,7,3,3,8,0.585,,,
2,4,6,2,7,4,5,6,4,7,3,2,2,7,3,4,2,3,9,3,0.425,,,
5,4,3,1,6,3,4,10,2,3,3,2,6,5,3,3,3,5,4,6,0.405,,,
7,4,6,4,5,9,4,6,5,7,3,6,7,4,3,9,4,4,3,4,0.52,,,
3,6,6,6,5,8,4,6,8,3,4,4,4,4,7,3,6,4,6,5,0.51,,,
5,5,6,8,4,4,4,3,8,5,3,4,7,4,7,5,1,1,5,3,0.46,,,
3,6,5,1,4,7,4,7,3,5,8,3,2,5,1,8,3,7,3,4,0.445,,,
5,3,7,5,5,2,3,3,4,8,3,4,8,5,3,8,2,7,6,4,0.475,,,
6,1,7,6,6,6,5,7,5,5,7,7,6,8,6,10,4,2,8,8,0.6,,,
3,5,6,3,3,6,6,10,4,4,6,5,5,5,3,1,9,6,5,7,0.51,,,
4,3,7,4,4,5,2,7,6,6,2,6,4,2,3,7,5,3,3,7,0.45,,,
9,7,6,8,6,4,7,7,7,5,1,6,6,7,9,4,4,11,4,5,0.615,,,
5,1,5,5,8,9,6,6,6,7,5,5,4,3,7,4,6,7,5,4,0.54,,,
9,4,4,8,3,4,6,4,2,3,4,5,2,8,7,3,6,4,1,7,0.47,,,
6,3,8,3,3,7,4,6,4,3,3,3,6,2,4,6,5,6,5,5,0.46,,,
3,4,6,7,6,7,3,2,6,6,7,8,6,5,2,7,1,5,1,4,0.48,,,
7,4,6,5,5,4,6,3,4,4,4,5,3,5,10,3,3,4,7,8,0.5,,,
5,13,12,4,4,3,2,0,8,3,4,3,2,2,2,5,2,7,4,5,0.45,,,
6,4,5,9,3,4,5,8,7,0,4,3,5,7,9,4,8,4,8,5,0.54,,,
5,1,4,6,6,1,6,4,3,7,4,8,3,4,4,3,9,9,6,7,0.5,,,
2,4,3,2,6,9,5,5,5,3,2,5,6,3,4,5,9,4,3,5,0.45,,,
4,6,4,5,7,3,5,4,2,5,11,6,8,4,5,6,1,8,5,4,0.515,,,
9,8,4,7,5,5,6,4,5,4,3,4,6,8,3,2,0,5,6,5,0.495,,,
3,2,4,7,5,7,4,4,3,4,9,5,3,7,5,12,5,10,7,4,0.55,,,
7,4,5,5,3,6,8,4,2,7,3,4,3,9,4,3,5,3,5,7,0.485,,,
7,6,6,4,7,5,8,7,4,1,5,11,10,7,3,3,3,3,7,6,0.565,,,
5,6,4,5,4,4,3,1,8,3,9,7,7,7,4,9,1,3,7,6,0.515,,,
8,6,3,7,7,3,6,4,6,5,0,8,4,4,7,6,6,5,5,3,0.515,,,
3,6,6,7,5,2,12,3,2,3,4,5,8,6,2,2,3,7,6,4,0.48,,,
3,7,3,1,6,3,2,7,4,6,6,5,7,4,5,7,5,2,5,10,0.49,,,
3,1,6,3,9,3,7,2,7,8,6,6,8,3,9,3,3,6,5,1,0.495,,,
5,5,5,4,5,4,4,6,3,8,6,4,6,4,5,8,11,6,3,5,0.535,,,
6,4,7,4,4,8,6,6,3,4,5,7,4,7,2,5,2,3,4,3,0.47,,,
4,6,7,5,2,8,6,4,2,6,5,1,6,5,5,5,5,8,8,7,0.525,,,
10,2,2,4,2,5,5,2,4,7,5,6,2,2,8,1,10,7,8,6,0.49,,,
5,5,8,8,3,6,9,4,1,8,3,4,4,2,3,5,7,10,2,3,0.5,,,
0,7,4,7,2,7,4,3,5,2,7,3,4,7,9,5,4,4,8,1,0.465,,,
4,6,6,5,1,4,6,4,6,4,6,5,7,6,10,7,5,4,7,7,0.55,,,
5,6,3,5,5,2,4,5,3,3,7,5,4,4,4,2,4,1,7,6,0.425,,,
5,2,6,9,2,6,6,7,3,8,3,2,8,7,1,9,4,7,6,3,0.52,,,
7,8,5,6,3,10,2,6,4,4,7,2,5,7,6,5,5,6,3,6,0.535,,,
6,7,2,13,5,4,5,6,3,4,1,11,4,4,4,7,3,6,9,2,0.53,,,
3,4,3,3,10,5,2,7,5,6,3,5,3,8,3,6,4,1,8,3,0.46,,,
3,4,6,7,7,11,3,7,6,2,5,5,2,3,5,1,6,8,7,7,0.525,,,
5,6,4,4,6,7,6,3,7,4,3,8,5,5,7,3,7,6,6,8,0.55,,,
2,5,6,4,7,5,5,7,9,6,5,5,3,6,5,10,4,4,5,5,0.54,,,
4,9,9,7,4,5,3,10,8,8,6,6,4,6,2,6,7,3,2,5,0.57,,,
3,5,1,4,3,3,9,4,2,5,5,3,4,6,8,9,4,7,6,9,0.5,,,
4,4,9,3,4,3,7,3,6,5,4,7,1,4,5,7,2,6,7,4,0.475,,,
5,3,8,8,5,5,6,5,10,7,5,6,8,2,6,4,1,6,3,2,0.525,,,
9,7,6,2,8,10,3,2,2,8,3,5,8,5,3,3,4,5,5,5,0.515,,,
9,9,3,5,4,4,6,5,4,11,9,6,6,4,3,6,4,7,3,3,0.555,,,
7,4,6,7,2,9,6,9,3,7,8,4,2,3,6,3,7,7,3,0,0.515,,,
7,2,4,2,4,8,3,10,8,2,6,3,3,3,7,6,4,5,7,4,0.49,,,
3,3,5,6,1,4,6,2,5,9,8,4,2,7,3,3,6,4,4,5,0.45,,,
2,5,2,5,3,1,13,5,6,6,4,6,1,3,4,9,8,8,8,9,0.54,,,
8,3,8,6,6,4,5,7,4,4,10,7,5,0,5,6,5,4,1,8,0.53,,,
2,5,8,6,3,9,5,4,8,4,5,3,7,4,6,4,6,9,7,4,0.545,,,
2,2,4,5,4,6,4,3,7,0,4,3,2,6,3,4,5,3,3,4,0.37,,,
4,5,6,7,12,3,4,7,7,5,6,7,3,5,6,4,8,6,4,1,0.55,,,
1,4,5,4,3,5,5,4,8,3,3,6,12,3,4,4,4,3,5,3,0.445,,,
5,3,8,1,7,1,6,1,5,3,9,5,4,4,9,4,8,3,1,2,0.445,,,
3,5,6,9,4,2,3,6,7,4,6,5,5,8,3,4,4,6,3,4,0.485,,,
2,6,6,6,5,4,2,6,7,4,6,3,6,7,6,4,3,8,9,4,0.52,,,
3,4,5,4,7,4,6,2,6,5,6,5,6,11,4,1,3,3,5,11,0.505,,,
6,1,5,3,3,2,7,5,5,2,10,2,2,7,10,9,7,5,2,6,0.495,,,
2,11,6,5,8,8,3,7,3,6,6,0,5,9,7,14,3,10,4,2,0.595,,,
6,3,3,7,3,4,5,3,5,4,6,2,0,4,5,4,5,6,6,4,0.425,,,
2,5,4,6,7,7,5,3,6,4,7,3,5,8,7,6,3,3,8,4,0.515,,,
5,3,5,5,8,7,5,3,2,7,5,5,5,7,6,3,3,5,2,8,0.495,,,
5,5,3,4,4,2,8,7,6,3,5,2,6,10,4,1,5,9,6,4,0.495,,,
4,5,2,3,4,4,9,1,3,6,3,8,9,5,2,3,5,4,5,4,0.445,,,
8,4,3,4,5,4,3,1,7,5,5,4,2,7,5,4,3,3,3,5,0.425,,,
3,7,6,9,1,8,8,5,10,4,3,6,7,2,7,4,6,4,4,4,0.54,,,
6,12,2,4,6,6,3,3,3,3,5,1,3,5,6,5,7,6,6,6,0.49,,,
8,3,7,6,2,4,4,7,2,3,6,6,5,6,4,2,9,4,3,3,0.47,,,
4,3,6,5,4,9,4,3,4,6,3,4,3,4,7,5,4,4,5,7,0.47,,,
7,7,2,6,2,5,3,3,6,8,9,4,4,6,3,1,6,3,6,7,0.49,,,
2,5,8,7,3,7,6,9,5,4,5,7,4,5,5,3,8,3,7,7,0.55,,,
6,3,4,4,5,1,3,5,5,2,3,4,3,6,5,4,7,3,4,6,0.415,,,
3,6,5,2,7,5,5,5,3,2,3,2,7,4,11,4,5,5,11,5,0.5,,,
4,4,7,7,3,5,12,8,2,6,4,4,6,8,5,3,8,4,7,9,0.58,,,
5,6,7,8,3,6,6,1,4,3,5,3,8,8,1,5,5,5,7,4,0.5,,,
3,7,4,3,5,4,4,1,3,4,4,7,4,6,2,6,3,3,5,3,0.405,,,
5,3,7,4,3,9,7,6,8,5,3,4,1,7,11,7,5,6,2,4,0.535,,,
4,4,4,4,7,1,7,2,8,8,4,5,6,4,4,3,2,6,6,3,0.46,,,
5,4,4,5,5,5,6,12,4,6,6,8,12,9,5,2,3,9,7,8,0.625,,,
7,5,4,5,3,7,2,5,9,4,0,5,2,5,4,3,6,3,10,4,0.465,,,
3,5,8,6,11,5,4,10,7,5,5,6,4,5,8,4,3,5,6,3,0.565,,,
5,6,1,11,6,2,6,1,7,2,8,5,4,4,6,2,4,5,2,7,0.47,,,
6,2,4,2,8,3,7,2,6,2,4,2,4,3,5,5,4,6,1,1,0.385,,,
5,9,9,5,6,3,8,7,6,6,4,5,6,2,1,2,5,4,2,3,0.49,,,
8,5,4,8,4,3,6,3,9,6,1,11,2,6,6,8,4,7,8,8,0.585,,,
7,4,3,6,0,6,2,6,6,10,7,5,1,7,3,8,4,6,2,6,0.495,,,
5,6,4,4,2,9,8,4,8,7,4,6,1,4,2,7,5,1,3,8,0.49,,,
5,4,3,9,3,7,2,3,5,4,4,7,5,6,3,5,7,3,7,8,0.5,,,
2,8,4,9,3,3,2,9,3,3,3,4,8,6,6,11,2,7,6,6,0.525,,,
1,1,5,6,5,7,9,8,4,6,6,2,6,4,5,3,3,5,5,4,0.475,,,
3,7,4,6,3,4,5,3,9,7,5,4,6,7,3,5,9,4,2,6,0.51,,,
6,3,7,6,11,4,11,5,3,5,5,4,6,5,3,6,7,5,3,5,0.55,,,
4,4,11,3,7,3,6,5,3,1,3,6,5,4,3,3,6,5,6,5,0.465,,,
3,1,4,5,3,7,3,3,5,3,6,6,4,4,4,4,9,3,3,3,0.415,,,
4,6,6,5,8,5,5,5,6,2,6,6,8,8,8,4,3,3,9,8,0.575,,,
3,6,7,2,6,6,3,8,8,5,5,3,6,3,3,8,6,8,9,5,0.55,,,
4,10,7,5,3,8,4,2,4,8,10,5,6,8,10,5,9,1,9,6,0.62,,,
5,8,8,5,2,4,2,4,9,6,6,0,6,5,5,2,8,9,2,3,0.495,,,
6,6,4,8,4,11,5,7,5,3,7,3,4,5,6,5,7,1,5,5,0.535,,,
5,2,4,9,6,3,5,7,7,3,4,6,6,3,5,3,6,2,5,4,0.475,,,
4,3,2,6,2,9,4,7,4,10,6,2,7,13,1,3,7,8,4,5,0.535,,,
6,4,8,10,8,5,7,4,4,4,4,2,7,1,9,4,0,3,6,1,0.485,,,
3,5,9,1,9,8,6,2,6,8,6,5,6,4,7,11,9,1,3,6,0.575,,,
5,2,4,5,5,4,3,7,6,5,4,4,2,6,9,7,3,9,9,4,0.515,,,
6,3,6,9,5,5,4,3,8,3,7,6,7,0,4,2,6,4,3,6,0.485,,,
8,6,6,5,4,6,4,9,4,4,6,5,1,6,5,6,3,7,6,2,0.515,,,
4,4,4,8,5,4,6,5,6,5,5,7,5,3,6,5,7,5,2,2,0.49,,,
2,3,4,3,5,7,6,2,5,4,6,4,6,2,5,2,2,5,8,6,0.435,,,
3,6,3,1,6,7,6,4,5,3,4,5,2,5,6,5,2,5,5,2,0.425,,,
4,2,4,4,5,5,7,4,7,3,4,4,7,8,5,4,6,3,4,4,0.47,,,
3,4,5,2,3,4,1,7,1,6,4,7,4,6,5,2,7,4,2,6,0.415,,,
8,2,4,6,2,5,4,4,6,3,4,4,6,6,1,1,9,4,5,7,0.455,,,
2,2,6,3,1,10,6,3,3,5,8,7,6,2,5,3,6,3,4,5,0.45,,,
1,4,2,9,6,2,4,5,2,4,7,4,5,8,4,2,5,4,5,9,0.46,,,
4,5,8,5,5,6,1,2,5,4,9,5,5,4,8,5,8,4,2,8,0.515,,,
5,6,1,8,3,5,5,5,2,8,4,6,1,3,3,9,3,7,4,3,0.455,,,
10,5,6,2,3,8,3,5,2,7,7,7,3,4,6,8,4,9,5,2,0.53,,,
5,3,2,4,5,7,4,11,3,4,1,4,3,4,2,4,7,7,6,6,0.46,,,
2,2,5,4,1,4,2,2,3,3,5,10,1,4,4,6,4,7,6,3,0.39,,,
6,2,3,1,6,4,5,7,2,3,9,3,9,2,7,7,4,5,8,3,0.48,,,
7,7,6,2,3,9,6,6,3,10,9,6,7,6,6,3,7,2,6,4,0.575,,,
6,7,6,4,7,6,3,4,2,9,8,3,5,4,5,5,5,8,2,5,0.52,,,
3,7,9,5,5,3,5,5,4,8,8,8,7,5,5,4,2,4,2,1,0.5,,,
4,7,3,5,5,4,11,4,1,4,6,3,4,0,1,6,5,4,10,5,0.46,,,
2,6,4,6,5,2,5,4,4,5,6,5,0,3,5,6,1,3,7,4,0.415,,,
7,7,3,4,8,4,3,5,6,7,3,4,8,5,6,7,5,4,6,3,0.525,,,
8,5,5,5,5,4,4,2,6,6,4,6,2,10,9,6,6,11,6,3,0.565,,,
4,2,6,4,6,4,6,8,5,5,12,5,4,14,3,6,3,3,4,4,0.54,,,
6,7,3,5,2,7,5,5,5,7,7,4,4,3,5,9,5,6,3,5,0.515,,,
1,5,11,6,5,5,6,7,4,7,4,5,1,2,7,8,3,4,4,5,0.5,,,
4,6,5,9,6,10,4,5,4,6,4,9,5,5,8,9,6,3,5,5,0.59,,,
2,7,6,3,1,1,5,6,3,9,4,2,3,2,6,3,4,3,4,4,0.39,,,
2,7,2,6,4,9,1,9,3,8,5,6,5,5,5,3,11,4,5,7,0.535,,,
5,5,1,6,4,3,3,3,7,8,3,6,7,4,7,7,5,8,3,2,0.485,,,
3,6,5,5,11,6,3,3,5,4,4,4,9,4,3,1,3,4,10,7,0.5,,,
9,10,2,8,1,5,5,6,4,4,7,7,8,1,0,7,6,3,5,7,0.525,,,
