District,Station,Rainfall,Date
Chennai,Zone 13 U39 Adyar,1.8,31-01-2023
Chennai,Zone 14 U41 Perungudi,1.5,31-01-2023
Chennai,Zone 08 Anna Nagar,1.2,31-01-2023
Chennai,Zone 09 Teynampet,1.2,31-01-2023
Chennai,Zone 08 Malar colony,0.6,31-01-2023
Chennai,Zone 12 Alandhur,0.6,31-01-2023
Chennai,Zone 13 Adyar Eco Park,0.6,31-01-2023
Chennai,Zone 03 Puzhal,0.3,31-01-2023
Chennai,Zone 05 GCC,0.3,31-01-2023
Chennai,Zone 06 D65 Kolathur,0.3,31-01-2023
Chennai,Zone 06 T.V.K Nagar,0.3,31-01-2023
Chennai,Zone 09 Ice House,0.3,31-01-2023
Chennai,Zone 13 Adyar,0.3,31-01-2023
Chennai,Zone 15 Sholinganallur,0.3,31-01-2023
Chennai,Zone 01 Kathivakkam,2.4,02-02-2023
Chennai,CD Hospital Tondiarpet,1.5,02-02-2023
Chennai,Zone 04 Tondiarpet,1.5,02-02-2023
Chennai,Zone 05 GCC,1.5,02-02-2023
Chennai,Zone 15 Sholinganallur,1.5,02-02-2023
Chennai,Chennai nungambakkam,0.8,02-02-2023
Chennai,Sholinganallur,0.6,02-02-2023
Chennai,Zone 07 U18 D81 Vanagaram,0.6,02-02-2023
Chennai,Zone 09 Ice House,0.6,02-02-2023
Chennai,Zone 09 Teynampet,0.6,02-02-2023
Chennai,Alandur,0.3,02-02-2023
Chennai,Zone 02 D15 Manali,0.3,02-02-2023
Chennai,Zone 02 Manali,0.3,02-02-2023
Chennai,Zone 05 Royapuram,0.3,02-02-2023
Chennai,Zone 12 Alandhur,0.3,02-02-2023
Chennai,Zone 12 Meenambakkam,0.3,02-02-2023
Chennai,Zone 13 Adyar Eco Park,0.3,02-02-2023
Chennai,Ayanavaram taluk office,0.2,02-02-2023
Chennai,Kodambakkam,0.2,02-02-2023
Chennai,Puzhal,0.2,02-02-2023
Chennai,Zone 15 Sholinganallur,0.6,03-02-2023
Chennai,Zone 05 GCC,0.3,03-02-2023
Chennai,Sholinganallur,0.4,04-02-2023
Chennai,Sholinganallur,0.2,04-02-2023
Chennai,Teynampet,0.2,04-02-2023
Chennai,Puzhal,0.2,07-02-2023
Chennai,Zone 06 D65 Kolathur,17.7,17-03-2023
Chennai,Zone 06 T.V.K Nagar,12.9,17-03-2023
Chennai,Zone 10 Kodambakkam,8.7,17-03-2023
Chennai,Zone 08 Malar colony,7.8,17-03-2023
Chennai,Zone 11 Valasaravakkam,6.6,17-03-2023
Chennai,Zone 08 Anna Nagar,3.9,17-03-2023
Chennai,Zone 12 D156 Mugalivakkam,2.7,17-03-2023
Chennai,Zone 09 Teynampet,2.4,17-03-2023
Chennai,Zone 03 Puzhal,1.8,17-03-2023
Chennai,Zone 04 Tondiarpet,1.2,17-03-2023
Chennai,Zone 05 GCC,0.3,17-03-2023
Chennai,Zone 14 Perungudi,88.2,18-03-2023
Chennai,Zone 12 D156 Mugalivakkam,68.7,18-03-2023
Chennai,Zone 12 Meenambakkam,67.2,18-03-2023
Chennai,Zone 14 U41 Perungudi,66.9,18-03-2023
Chennai,Alandur,65.4,18-03-2023
Chennai,Zone 13 U39 Adyar,57.3,18-03-2023
Chennai,Zone 10 Kodambakkam,56.1,18-03-2023
Chennai,Zone 12 Alandhur,49.8,18-03-2023
Chennai,Zone 11 Valasaravakkam,45.6,18-03-2023
Chennai,Zone 15 Sholinganallur,44.1,18-03-2023
Chennai,Gov hr sec school MGR Nagar,42,18-03-2023
Chennai,Zone 08 Anna Nagar,42,18-03-2023
Chennai,Zone 09 Teynampet,38.7,18-03-2023
Chennai,Anna university,38.2,18-03-2023
Chennai,Zone 01 Kathivakkam,35.7,18-03-2023
Chennai,Zone 08 Malar colony,29.4,18-03-2023
Chennai,Zone 13 Adyar,27,18-03-2023
Chennai,Ayanavaram taluk office,25.2,18-03-2023
Chennai,Chennai nungambakkam,24.8,18-03-2023
Chennai,Zone 11 U32 Maduravoyal,18,18-03-2023
Chennai,Zone 06 D65 Kolathur,17.1,18-03-2023
Chennai,Zone 13 Adyar Eco Park,17.1,18-03-2023
Chennai,Sholinganallur,12.4,18-03-2023
Chennai,Zone 09 Ice House,10.2,18-03-2023
Chennai,Perambur Corporation park,9.9,18-03-2023
Chennai,Zone 06 T.V.K Nagar,7.8,18-03-2023
Chennai,Zone 05 GCC,7.2,18-03-2023
Chennai,DGP Office,6.8,18-03-2023
Chennai,Zone 15 Uthandi,4.5,18-03-2023
Chennai,Zone 02 D15 Manali,3,18-03-2023
Chennai,Zone 02 Manali,1.8,18-03-2023
Chennai,CD Hospital Tondiarpet,0.9,18-03-2023
Chennai,Zone 03 Puzhal,0.6,18-03-2023
Chennai,Chennai collectorate building,0.4,18-03-2023
Chennai,Zone 01 Thiruvottiyur,0.3,18-03-2023
Chennai,Zone 03 Madhavaram,0.3,18-03-2023
Chennai,Zone 07 U18 D81 Vanagaram,0.3,18-03-2023
Chennai,Zone 08 Anna Nagar,33,19-03-2023
Chennai,Zone 08 Malar colony,33,19-03-2023
Chennai,Zone 06 D65 Kolathur,27.9,19-03-2023
Chennai,Ayanavaram taluk office,26.2,19-03-2023
Chennai,Zone 06 T.V.K Nagar,24,19-03-2023
Chennai,Perambur Corporation park,23.1,19-03-2023
Chennai,Zone 10 Kodambakkam,16.2,19-03-2023
Chennai,Zone 12 D156 Mugalivakkam,15.9,19-03-2023
Chennai,Zone 11 Valasaravakkam,13.2,19-03-2023
Chennai,Ambathur,13,19-03-2023
Chennai,Zone 11 U32 Maduravoyal,12.9,19-03-2023
Chennai,Zone 07 U18 D81 Vanagaram,12.3,19-03-2023
Chennai,Zone 03 Madhavaram,11.4,19-03-2023
Chennai,Zone 02 Manali,10.2,19-03-2023
Chennai,Zone 04 Tondiarpet,8.7,19-03-2023
Chennai,Alandur,8.4,19-03-2023
Chennai,Zone 09 Teynampet,8.4,19-03-2023
Chennai,Zone 02 D15 Manali,7.5,19-03-2023
Chennai,Gov hr sec school MGR Nagar,6.8,19-03-2023
Chennai,Zone 03 Puzhal,6.3,19-03-2023
Chennai,Zone 12 Meenambakkam,6,19-03-2023
Chennai,Anna university,5.2,19-03-2023
Chennai,Zone 01 Thiruvottiyur,5.1,19-03-2023
Chennai,Chennai nungambakkam,3.9,19-03-2023
Chennai,Zone 14 Perungudi,2.7,19-03-2023
Chennai,Zone 01 Kathivakkam,2.4,19-03-2023
Chennai,Zone 12 Alandhur,2.4,19-03-2023
Chennai,DGP Office,2.2,19-03-2023
Chennai,Zone 13 Adyar Eco Park,1.5,19-03-2023
Chennai,Sholinganallur,1.2,19-03-2023
Chennai,Zone 05 GCC,1.2,19-03-2023
Chennai,Zone 09 Ice House,1.2,19-03-2023
Chennai,CD Hospital Tondiarpet,1,19-03-2023
Chennai,Zone 13 Adyar,0.9,19-03-2023
Chennai,Zone 13 U39 Adyar,0.9,19-03-2023
Chennai,Zone 14 U41 Perungudi,0.3,19-03-2023
Chennai,Zone 15 Sholinganallur,0.3,19-03-2023
Chennai,Chennai collectorate building,0.2,19-03-2023
Chennai,Chennai collectorate building,44.1,20-03-2023
Chennai,CD Hospital Tondiarpet,41.5,20-03-2023
Chennai,Zone 09 Teynampet,30.3,20-03-2023
Chennai,Anna university,28.2,20-03-2023
Chennai,Zone 09 Ice House,26.1,20-03-2023
Chennai,Zone 10 Kodambakkam,22.8,20-03-2023
Chennai,DGP Office,22.4,20-03-2023
Chennai,Zone 08 Malar colony,21,20-03-2023
Chennai,Zone 06 T.V.K Nagar,20.1,20-03-2023
Chennai,Zone 15 Uthandi,17.7,20-03-2023
Chennai,Zone 12 Meenambakkam,16.5,20-03-2023
Chennai,Chennai nungambakkam,16.3,20-03-2023
Chennai,Perambur Corporation park,16.2,20-03-2023
Chennai,Zone 04 Tondiarpet,16.2,20-03-2023
Chennai,Zone 08 Anna Nagar,15.9,20-03-2023
Chennai,Zone 12 Alandhur,15.3,20-03-2023
Chennai,Ayanavaram taluk office,14.3,20-03-2023
Chennai,Zone 13 Adyar,13.2,20-03-2023
Chennai,Zone 06 D65 Kolathur,12.9,20-03-2023
Chennai,Zone 13 Adyar Eco Park,12.9,20-03-2023
Chennai,Zone 15 Sholinganallur,12.3,20-03-2023
Chennai,Gov hr sec school MGR Nagar,12,20-03-2023
Chennai,Zone 02 Manali,12,20-03-2023
Chennai,Alandur,11,20-03-2023
Chennai,Zone 14 Perungudi,10.5,20-03-2023
Chennai,Sholinganallur,10.2,20-03-2023
Chennai,Zone 12 D156 Mugalivakkam,10.2,20-03-2023
Chennai,Zone 01 Thiruvottiyur,9.3,20-03-2023
Chennai,Zone 01 Kathivakkam,8.1,20-03-2023
Chennai,Zone 14 U41 Perungudi,7.2,20-03-2023
Chennai,Zone 13 U39 Adyar,6.3,20-03-2023
Chennai,Ambathur,6,20-03-2023
Chennai,Zone 02 D15 Manali,5.4,20-03-2023
Chennai,Zone 03 Madhavaram,5.1,20-03-2023
Chennai,Zone 11 Valasaravakkam,5.1,20-03-2023
Chennai,Zone 03 Puzhal,4.5,20-03-2023
Chennai,Zone 07 U18 D81 Vanagaram,0.6,20-03-2023
Chennai,Zone 02 Manali,55.5,21-03-2023
Chennai,Zone 02 D15 Manali,45,21-03-2023
Chennai,Zone 01 Thiruvottiyur,41.4,21-03-2023
Chennai,Zone 01 Kathivakkam,27.6,21-03-2023
Chennai,Zone 04 Tondiarpet,23.7,21-03-2023
Chennai,Zone 03 Madhavaram,22.2,21-03-2023
Chennai,Zone 07 U18 D81 Vanagaram,16.2,21-03-2023
Chennai,Zone 06 D65 Kolathur,14.4,21-03-2023
Chennai,Zone 06 T.V.K Nagar,8.1,21-03-2023
Chennai,Chennai collectorate building,7.2,21-03-2023
Chennai,Ayanavaram taluk office,7.1,21-03-2023
Chennai,Ambathur,7,21-03-2023
Chennai,Zone 03 Puzhal,6,21-03-2023
Chennai,Zone 09 Teynampet,3.9,21-03-2023
Chennai,Perambur Corporation park,3.3,21-03-2023
Chennai,Chennai nungambakkam,2.4,21-03-2023
Chennai,Zone 09 Ice House,2.4,21-03-2023
Chennai,CD Hospital Tondiarpet,2.1,21-03-2023
Chennai,Zone 08 Anna Nagar,1.8,21-03-2023
Chennai,Zone 13 Adyar Eco Park,1.8,21-03-2023
Chennai,Anna university,1.2,21-03-2023
Chennai,DGP Office,0.5,21-03-2023
Chennai,Gov hr sec school MGR Nagar,0.4,21-03-2023
Chennai,Zone 08 Malar colony,0.3,21-03-2023
Chennai,Zone 12 D156 Mugalivakkam,0.3,21-03-2023
Chennai,Zone 13 Adyar,0.3,21-03-2023
Chennai,Zone 14 Perungudi,0.3,21-03-2023
Chennai,Zone 15 Sholinganallur,0.3,21-03-2023
Chennai,Alandur,0.2,21-03-2023
Chennai,Anna Nagar,0.2,22-03-2023
Chennai,Zone 09 Ice House,1.8,23-03-2023
Chennai,Thiruvottiyur,1,23-03-2023
Chennai,Royapuram,0.6,23-03-2023
Chennai,Zone 04 Tondiarpet,0.6,23-03-2023
Chennai,Zone 13 Adyar Eco Park,0.6,23-03-2023
Chennai,Zone 01 Thiruvottiyur,0.3,23-03-2023
Chennai,Ambattur,0.2,23-03-2023
Chennai,Zone 06 D65 Kolathur,6,24-03-2023
Chennai,Zone 12 D156 Mugalivakkam,4.8,24-03-2023
Chennai,Zone 02 D15 Manali,4.5,24-03-2023
Chennai,Zone 12 Meenambakkam,4.5,24-03-2023
Chennai,Zone 07 U18 D81 Vanagaram,4.2,24-03-2023
Chennai,Alandur,3.7,24-03-2023
Chennai,Manali,1.8,24-03-2023
Chennai,Zone 12 Alandhur,1.8,24-03-2023
Chennai,Zone 14 Perungudi,1.8,24-03-2023
Chennai,Madhavaram,1.6,24-03-2023
Chennai,Zone 03 Puzhal,1.5,24-03-2023
Chennai,Ambattur,1.2,24-03-2023
Chennai,Zone 02 Manali,1.2,24-03-2023
Chennai,Zone 06 T.V.K Nagar,0.9,24-03-2023
Chennai,Zone 15 Uthandi,0.9,24-03-2023
Chennai,Zone 03 Madhavaram,0.6,24-03-2023
Chennai,Zone 15 Sholinganallur,0.6,24-03-2023
Chennai,Tondairpet,0.4,24-03-2023
Chennai,Zone 01 Kathivakkam,0.3,24-03-2023
Chennai,Zone 08 Anna Nagar,0.3,24-03-2023
Chennai,Zone 08 Malar colony,0.3,24-03-2023
Chennai,Zone 13 U39 Adyar,0.3,24-03-2023
Chennai,Chennai nungambakkam,0.2,24-03-2023
Chennai,Royapuram,0.2,24-03-2023
Chennai,Sholinganallur,0.2,24-03-2023
Chennai,Sholinganallur,0.1,24-03-2023
Chennai,Royapuram,0.2,26-03-2023
Chennai,Zone 07 U18 D81 Vanagaram,9.9,23-04-2023
Chennai,Ambathur,7,23-04-2023
Chennai,Zone 06 D65 Kolathur,4.2,23-04-2023
Chennai,Zone 08 Malar colony,3,23-04-2023
Chennai,Zone 02 D15 Manali,2.7,23-04-2023
Chennai,Zone 06 T.V.K Nagar,2.7,23-04-2023
Chennai,Zone 10 Kodambakkam,2.4,23-04-2023
Chennai,Zone 08 Anna Nagar,2.1,23-04-2023
Chennai,Zone 11 Valasaravakkam,2.1,23-04-2023
Chennai,Zone 12 Meenambakkam,2.1,23-04-2023
Chennai,Alandur,1.8,23-04-2023
Chennai,Manali,1.8,23-04-2023
Chennai,Ambattur,1.8,23-04-2023
Chennai,Ayanavaram taluk office,1.6,23-04-2023
Chennai,Chennai nungambakkam,1.5,23-04-2023
Chennai,DGP Office,1.5,23-04-2023
Chennai,Zone 02 Manali,1.5,23-04-2023
Chennai,Valasaravakkam,1.4,23-04-2023
Chennai,Anna university,1.2,23-04-2023
Chennai,Zone 01 Kathivakkam,1.2,23-04-2023
Chennai,Zone 14 Perungudi,1.2,23-04-2023
Chennai,Perambur Corporation park,1,23-04-2023
Chennai,Madhavaram,1,23-04-2023
Chennai,Zone 12 Alandhur,0.9,23-04-2023
Chennai,Gov hr sec school MGR Nagar,0.6,23-04-2023
Chennai,Thiruvottiyur,0.6,23-04-2023
Chennai,Thiru-Vi-Ka Nagar,0.6,23-04-2023
Chennai,Kodambakkam,0.6,23-04-2023
Chennai,Zone 01 Thiruvottiyur,0.6,23-04-2023
Chennai,Zone 03 Puzhal,0.3,23-04-2023
Chennai,Zone 15 Sholinganallur,0.3,23-04-2023
Chennai,Sholinganallur,0.2,23-04-2023
Chennai,Anna Nagar,0.2,23-04-2023
Chennai,Teynampet,0.2,23-04-2023
Chennai,Puzhal,4.8,24-04-2023
Chennai,Zone 07 U18 D81 Vanagaram,4.5,24-04-2023
Chennai,Ambathur,1.2,24-04-2023
Chennai,Valasaravakkam,1.2,24-04-2023
Chennai,Zone 11 Valasaravakkam,1.2,24-04-2023
Chennai,Zone 15 Sholinganallur,1.2,24-04-2023
Chennai,Manali,0.8,24-04-2023
Chennai,Ambattur,0.6,24-04-2023
Chennai,Zone 03 Puzhal,0.6,24-04-2023
Chennai,Anna Nagar,0.4,24-04-2023
Chennai,Sholinganallur,0.4,24-04-2023
Chennai,Zone 01 Thiruvottiyur,0.3,24-04-2023
Chennai,Zone 04 Tondiarpet,0.3,24-04-2023
Chennai,Zone 12 Meenambakkam,0.3,24-04-2023
Chennai,Zone 13 Adyar,0.3,24-04-2023
Chennai,Zone 13 Adyar Eco Park,0.3,24-04-2023
Chennai,Zone 14 U41 Perungudi,0.3,24-04-2023
Chennai,Thiruvottiyur,0.2,24-04-2023
Chennai,Alandur,0.1,24-04-2023
Chennai,Sholinganallur,0.1,24-04-2023
Chennai,Ambathur,10,25-04-2023
Chennai,Zone 07 U18 D81 Vanagaram,4.5,25-04-2023
Chennai,Zone 12 Meenambakkam,2.4,25-04-2023
Chennai,Alandur,1.8,25-04-2023
Chennai,Zone 05 Royapuram,1.8,25-04-2023
Chennai,Zone 11 Valasaravakkam,0.3,25-04-2023
Chennai,Zone 13 Adyar Eco Park,0.3,25-04-2023
Chennai,Zone 14 Perungudi,0.3,25-04-2023
Chennai,Madhavaram,0.2,25-04-2023
Chennai,Ambattur,0.2,25-04-2023
Chennai,Anna Nagar,0.2,25-04-2023
Chennai,Teynampet,0.2,25-04-2023
Chennai,Ambattur,0.2,26-04-2023
Chennai,Valasaravakkam,0.2,26-04-2023
Chennai,Zone 15 Uthandi,0.6,28-04-2023
Chennai,Perungudi,2.8,29-04-2023
Chennai,Adyar,0.4,29-04-2023
Chennai,Perungudi,1.4,30-04-2023
Chennai,Zone 15 Uthandi,13.2,01-05-2023
Chennai,Zone 14 U41 Perungudi,8.1,01-05-2023
Chennai,Thiru-Vi-Ka Nagar,6.2,01-05-2023
Chennai,Zone 06 D65 Kolathur,3.9,01-05-2023
Chennai,Perungudi,3,01-05-2023
Chennai,Zone 02 Manali,3,01-05-2023
Chennai,Sholinganallur,2.8,01-05-2023
Chennai,Zone 13 Adyar Eco Park,2.7,01-05-2023
Chennai,Zone 02 D15 Manali,2.4,01-05-2023
Chennai,Zone 13 Adyar,2.4,01-05-2023
Chennai,Tondairpet,2,01-05-2023
Chennai,Adyar,2,01-05-2023
Chennai,Kodambakkam,1.8,01-05-2023
Chennai,Zone 13 U39 Adyar,1.8,01-05-2023
Chennai,Zone 08 Malar colony,0.9,01-05-2023
Chennai,Thiruvottiyur,0.8,01-05-2023
Chennai,Zone 06 T.V.K Nagar,0.6,01-05-2023
Chennai,Zone 09 Teynampet,0.6,01-05-2023
Chennai,Zone 10 Kodambakkam,0.6,01-05-2023
Chennai,Madhavaram,0.4,01-05-2023
Chennai,Teynampet,0.4,01-05-2023
Chennai,Zone 03 Puzhal,0.3,01-05-2023
Chennai,Manali,0.2,01-05-2023
Chennai,Zone 02 D15 Manali,166.2,02-05-2023
Chennai,Zone 01 Kathivakkam,162.9,02-05-2023
Chennai,Zone 02 Manali,109.5,02-05-2023
Chennai,Zone 15 Uthandi,93,02-05-2023
Chennai,Zone 14 Perungudi,70.8,02-05-2023
Chennai,CD Hospital Tondiarpet,65.7,02-05-2023
Chennai,Ambattur,64.2,02-05-2023
Chennai,Zone 14 U41 Perungudi,61.5,02-05-2023
Chennai,Anna Nagar,59.8,02-05-2023
Chennai,Madhavaram,58.2,02-05-2023
Chennai,Zone 13 Adyar Eco Park,57.6,02-05-2023
Chennai,Zone 04 Tondiarpet,53.7,02-05-2023
Chennai,Zone 08 Anna Nagar,52.8,02-05-2023
Chennai,Chennai collectorate building,52.1,02-05-2023
Chennai,DGP Office,49.8,02-05-2023
Chennai,Tondairpet,49.6,02-05-2023
Chennai,Zone 15 Sholinganallur,49.5,02-05-2023
Chennai,Perambur Corporation park,44.3,02-05-2023
Chennai,Zone 12 Meenambakkam,43.5,02-05-2023
Chennai,Perungudi,43.2,02-05-2023
Chennai,Zone 13 U39 Adyar,43.2,02-05-2023
Chennai,Royapuram,42.4,02-05-2023
Chennai,Zone 08 Malar colony,41.7,02-05-2023
Chennai,Sholinganallur,41.2,02-05-2023
Chennai,Zone 01 Thiruvottiyur,41.1,02-05-2023
Chennai,Teynampet,40.4,02-05-2023
Chennai,Ayanavaram taluk office,38.4,02-05-2023
Chennai,Alandur,38.2,02-05-2023
Chennai,Kodambakkam,35,02-05-2023
Chennai,Zone 13 Adyar,34.5,02-05-2023
Chennai,Thiruvottiyur,32.6,02-05-2023
Chennai,Anna university,32.4,02-05-2023
Chennai,Chennai nungambakkam,32.1,02-05-2023
Chennai,Adyar,30,02-05-2023
Chennai,Zone 06 T.V.K Nagar,27,02-05-2023
Chennai,Zone 11 Valasaravakkam,26.1,02-05-2023
Chennai,Zone 12 Alandhur,26.1,02-05-2023
Chennai,Zone 10 Kodambakkam,25.5,02-05-2023
Chennai,Gov hr sec school MGR Nagar,24,02-05-2023
Chennai,Zone 06 D65 Kolathur,22.5,02-05-2023
Chennai,Zone 07 U18 D81 Vanagaram,18.6,02-05-2023
Chennai,Ambathur,13,02-05-2023
Chennai,Sholinganallur,12.2,02-05-2023
Chennai,Puzhal,11.8,02-05-2023
Chennai,Valasaravakkam,10,02-05-2023
Chennai,Zone 03 Puzhal,9,02-05-2023
Chennai,Manali,4.8,02-05-2023
Chennai,Thiru-Vi-Ka Nagar,4.8,02-05-2023
Chennai,Zone 11 U32 Maduravoyal,3.9,02-05-2023
Chennai,Zone 01 Kathivakkam,22.5,03-05-2023
Chennai,Zone 05 GCC,16.8,03-05-2023
Chennai,DGP Office,12.2,03-05-2023
Chennai,Chennai nungambakkam,11.3,03-05-2023
Chennai,Chennai collectorate building,11.1,03-05-2023
Chennai,Zone 06 T.V.K Nagar,6.6,03-05-2023
Chennai,Teynampet,5.2,03-05-2023
Chennai,Tondairpet,4.8,03-05-2023
Chennai,CD Hospital Tondiarpet,4.5,03-05-2023
Chennai,Perambur Corporation park,4.4,03-05-2023
Chennai,Madhavaram,4.2,03-05-2023
Chennai,Zone 04 Tondiarpet,3.9,03-05-2023
Chennai,Ayanavaram taluk office,3.8,03-05-2023
Chennai,Thiruvottiyur,3.2,03-05-2023
Chennai,Royapuram,3.2,03-05-2023
Chennai,Zone 01 Thiruvottiyur,3,03-05-2023
Chennai,Zone 02 Manali,3,03-05-2023
Chennai,Zone 03 Madhavaram,3,03-05-2023
Chennai,Zone 03 Puzhal,3,03-05-2023
Chennai,Zone 02 D15 Manali,2.4,03-05-2023
Chennai,Zone 14 U41 Perungudi,2.4,03-05-2023
Chennai,Puzhal,2.2,03-05-2023
Chennai,Sholinganallur,2.1,03-05-2023
Chennai,Zone 08 Anna Nagar,2.1,03-05-2023
Chennai,Zone 08 Malar colony,2.1,03-05-2023
Chennai,Valasaravakkam,1.8,03-05-2023
Chennai,Manali,1.6,03-05-2023
Chennai,Thiru-Vi-Ka Nagar,1.6,03-05-2023
Chennai,Anna university,1.4,03-05-2023
Chennai,Ambathur,1.2,03-05-2023
Chennai,Zone 07 Ambattur,1.2,03-05-2023
Chennai,Ambattur,0.8,03-05-2023
Chennai,Zone 06 D65 Kolathur,0.3,03-05-2023
Chennai,Zone 09 Teynampet,0.3,03-05-2023
Chennai,Zone 11 U32 Maduravoyal,0.3,03-05-2023
Chennai,Zone 11 Valasaravakkam,0.3,03-05-2023
Chennai,Zone 13 U39 Adyar,0.3,03-05-2023
Chennai,Zone 15 Sholinganallur,0.3,03-05-2023
Chennai,Gov hr sec school MGR Nagar,0.2,03-05-2023
Chennai,Kodambakkam,0.2,03-05-2023
Chennai,Adyar,0.2,03-05-2023
Chennai,Alandur,0.1,03-05-2023
Chennai,Zone 14 U41 Perungudi,1.8,04-05-2023
Chennai,Thiru-Vi-Ka Nagar,1.4,04-05-2023
Chennai,Manali,0.8,04-05-2023
Chennai,Madhavaram,0.4,04-05-2023
Chennai,Zone 03 Puzhal,0.3,04-05-2023
Chennai,Zone 13 Adyar Eco Park,0.3,04-05-2023
Chennai,Tondairpet,0.2,04-05-2023
Chennai,Royapuram,0.2,04-05-2023
Chennai,Teynampet,0.2,04-05-2023
Chennai,Zone 02 D15 Manali,19.5,06-05-2023
Chennai,Ambattur,7.8,06-05-2023
Chennai,Zone 07 U18 D81 Vanagaram,4.2,06-05-2023
Chennai,Ambathur,3,06-05-2023
Chennai,Chennai collectorate building,2.1,06-05-2023
Chennai,Zone 07 Ambattur,2.1,06-05-2023
Chennai,Zone 15 Uthandi,1.2,06-05-2023
Chennai,Sholinganallur,1,06-05-2023
Chennai,Gov hr sec school MGR Nagar,0.8,06-05-2023
Chennai,Alandur,0.6,06-05-2023
Chennai,Anna university,0.4,06-05-2023
Chennai,Zone 08 Malar colony,0.3,06-05-2023
Chennai,Zone 15 Sholinganallur,0.3,06-05-2023
Chennai,Zone 05 Royapuram,1.35,07-05-2023
Chennai,Anna university,0.4,07-05-2023
Chennai,Sholinganallur,0.2,07-05-2023
Chennai,Teynampet,0.2,08-05-2023
Chennai,Royapuram,0.2,09-05-2023
Chennai,Ambathur,5.3,26-05-2023
Chennai,Zone 07 Ambattur,4.5,26-05-2023
Chennai,Zone 07 U18 D81 Vanagaram,0.3,26-05-2023
Chennai,Zone 04 Tondiarpet,0.9,30-05-2023
Chennai,Ambattur,1.2,31-05-2023
Chennai,Zone 11 Valasaravakkam,1.2,31-05-2023
Chennai,Manali,0.6,31-05-2023
Chennai,Zone 13 Adyar Eco Park,0.6,31-05-2023
Chennai,Zone 01 Kathivakkam,0.3,31-05-2023
Chennai,Zone 06 D65 Kolathur,0.3,31-05-2023
Chennai,Zone 08 Malar colony,0.3,31-05-2023
Chennai,Zone 12 D156 Mugalivakkam,0.3,31-05-2023
Chennai,Anna Nagar,0.2,31-05-2023
Chennai,Teynampet,0.2,31-05-2023
Chennai,Valasaravakkam,0.2,31-05-2023
Chennai,Valasaravakkam,0.8,01-06-2023
Chennai,Valasaravakkam,0.2,02-06-2023
Chennai,Zone 12 Alandhur,9,06-06-2023
Chennai,Zone 13 Adyar,6,06-06-2023
Chennai,Gov hr sec school MGR Nagar,4,06-06-2023
Chennai,Zone 11 Valasaravakkam,3.3,06-06-2023
Chennai,Zone 14 Perungudi,3.3,06-06-2023
Chennai,Zone 12 D156 Mugalivakkam,3,06-06-2023
Chennai,Alandur,2.6,06-06-2023
Chennai,Ambathur,2.1,06-06-2023
Chennai,Zone 07 Ambattur,2.1,06-06-2023
Chennai,Zone 10 Kodambakkam,2.1,06-06-2023
Chennai,Ayanavaram taluk office,1.3,06-06-2023
Chennai,Anna university,1.2,06-06-2023
Chennai,Zone 07 U18 D81 Vanagaram,1.2,06-06-2023
Chennai,Zone 14 U41 Perungudi,1.2,06-06-2023
Chennai,Zone 13 U39 Adyar,0.9,06-06-2023
Chennai,Zone 08 Anna Nagar,0.6,06-06-2023
Chennai,Zone 08 Malar colony,0.3,06-06-2023
Chennai,Zone 15 Sholinganallur,0.3,06-06-2023
Chennai,Ayanavaram taluk office,22.4,07-06-2023
Chennai,Zone 06 T.V.K Nagar,14.1,07-06-2023
Chennai,Zone 05 GCC,13.2,07-06-2023
Chennai,Zone 08 Anna Nagar,12.6,07-06-2023
Chennai,Zone 08 Malar colony,10.8,07-06-2023
Chennai,Chennai nungambakkam,10.6,07-06-2023
Chennai,Perambur Corporation park,8.4,07-06-2023
Chennai,Zone 11 Valasaravakkam,6.9,07-06-2023
Chennai,Zone 14 U41 Perungudi,6,07-06-2023
Chennai,Zone 12 Alandhur,5.4,07-06-2023
Chennai,Zone 13 U39 Adyar,4.8,07-06-2023
Chennai,Zone 06 D65 Kolathur,4.5,07-06-2023
Chennai,Zone 12 D156 Mugalivakkam,4.2,07-06-2023
Chennai,Zone 13 Adyar,3.9,07-06-2023
Chennai,Zone 03 Puzhal,3.3,07-06-2023
Chennai,Anna university,2.8,07-06-2023
Chennai,Zone 13 Adyar Eco Park,2.7,07-06-2023
Chennai,Gov hr sec school MGR Nagar,2,07-06-2023
Chennai,Zone 10 Kodambakkam,1.8,07-06-2023
Chennai,Alandur,1.6,07-06-2023
Chennai,DGP Office,1.2,07-06-2023
Chennai,Ambathur,1.2,07-06-2023
Chennai,Zone 14 Perungudi,1.2,07-06-2023
Chennai,Sholinganallur,1,07-06-2023
Chennai,Zone 09 Ice House,180.9,08-06-2023
Chennai,Valasaravakkam,0.6,08-06-2023
Chennai,Perungudi,0.6,08-06-2023
Chennai,Zone 14 U41 Perungudi,0.3,08-06-2023
Chennai,Teynampet,0.2,08-06-2023
Chennai,Perungudi,0.6,09-06-2023
Chennai,Valasaravakkam,0.2,09-06-2023
Chennai,Ambattur,7.8,10-06-2023
Chennai,Zone 07 Ambattur,2.1,10-06-2023
Chennai,Anna Nagar,1.8,10-06-2023
Chennai,Zone 08 Malar colony,1.5,10-06-2023
Chennai,Zone 10 Kodambakkam,1.2,10-06-2023
Chennai,Zone 07 U18 D81 Vanagaram,0.6,10-06-2023
